Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP001588,Male,Yes,0,Graduate,No,1662,1000.0,116.0,360.0,1.0,Rural,N
LP001589,Male,No,0,Graduate,No,3514,2112.0,600.0,360.0,1.0,Rural,N
LP001590,Male,Yes,0,Graduate,No,8086,0.0,600.0,360.0,,Urban,N
LP001591,Male,Yes,1,Graduate,No,3361,1014.0,600.0,360.0,1.0,Semiurban,N
LP001592,Male,Yes,0,Graduate,No,6530,0.0,247.0,360.0,1.0,Semiurban,Y
LP001593,Male,Yes,1,Graduate,No,3966,2164.0,600.0,180.0,1.0,Rural,N
LP001594,Female,Yes,0,Not Graduate,Yes,5401,0.0,273.0,360.0,1.0,Urban,N
LP001595,Male,No,0,Graduate,No,2233,0.0,129.0,360.0,1.0,Rural,N
LP001596,Male,No,1,Graduate,No,4680,0.0,549.0,360.0,1.0,Semiurban,N
LP001597,Male,No,0,Graduate,No,1500,1667.0,331.0,360.0,1.0,Rural,N
LP001598,Male,No,0,Graduate,No,3975,0.0,522.0,360.0,1.0,Urban,N
LP001599,Male,Yes,0,Graduate,No,1671,0.0,98.0,360.0,1.0,Urban,N
